username,image_name,plastic_type,suggestion,timestamp,filename,result
AparnaR,waste.jpg,PVC,Can be reused for flooring and cables.,2025-11-06 10:54:23,,
AparnaR,waste.jpg,PET,"Recycle into fibers, bottles, or 3D printing materials.",2025-11-06 10:54:24,,
AparnaR,waste.jpg,PVC,Can be reused for flooring and cables.,2025-11-06 10:54:59,,
Aparna,,,,2025-11-06 14:33:48,waste.jpg,Non-Recyclable
Aparna_R,,,,2025-11-06 20:58:55,picwaste.jpg,Non-Recyclable
Aparna_R,,,,2025-11-06 21:02:11,picwaste.jpg,Recyclable
riyaa,,,,2025-11-06 21:03:49,waste.jpg,Recyclable
